"Estado","Variável","Mês","Valor","Região","População"
"Acre","Pessoa Localizada",2021-05-01,0,"Norte",830018
"Acre","Pessoa Localizada",2021-06-01,0,"Norte",830018
"Acre","Pessoa Localizada",2021-07-01,0,"Norte",830018
"Acre","Pessoa Localizada",2021-08-01,0,"Norte",830018
"Acre","Pessoa Localizada",2021-09-01,0,"Norte",830018
"Acre","Pessoa Localizada",2021-10-01,0,"Norte",830018
"Acre","Pessoa Localizada",2021-11-01,0,"Norte",830018
"Acre","Pessoa Localizada",2021-12-01,0,"Norte",830018
"Acre","Pessoa Localizada",2022-01-01,9,"Norte",830018
"Acre","Pessoa Localizada",2022-02-01,4,"Norte",830018
"Acre","Pessoa Localizada",2022-03-01,7,"Norte",830018
"Acre","Pessoa Localizada",2022-04-01,9,"Norte",830018
"Acre","Pessoa Localizada",2022-05-01,9,"Norte",830018
"Acre","Pessoa Localizada",2022-06-01,8,"Norte",830018
"Acre","Pessoa Localizada",2022-07-01,12,"Norte",830018
"Acre","Pessoa Localizada",2022-08-01,10,"Norte",830018
"Acre","Pessoa Localizada",2022-09-01,11,"Norte",830018
"Acre","Pessoa Localizada",2022-10-01,2,"Norte",830018
"Acre","Pessoa Localizada",2022-11-01,2,"Norte",830018
"Acre","Pessoa Localizada",2022-12-01,0,"Norte",830018
"Acre","Pessoa Localizada",2023-01-01,12,"Norte",830018
"Acre","Pessoa Localizada",2023-02-01,8,"Norte",830018
"Acre","Pessoa Localizada",2023-03-01,8,"Norte",830018
"Acre","Pessoa Localizada",2023-04-01,12,"Norte",830018
"Acre","Pessoa Localizada",2023-05-01,0,"Norte",830018
"Acre","Pessoa Localizada",2023-06-01,0,"Norte",830018
"Acre","Pessoa Localizada",2023-07-01,0,"Norte",830018
"Acre","Pessoa Localizada",2023-08-01,5,"Norte",830018
"Acre","Pessoa Localizada",2023-09-01,0,"Norte",830018
"Acre","Pessoa Localizada",2023-10-01,0,"Norte",830018
"Acre","Pessoa Localizada",2023-11-01,0,"Norte",830018
"Acre","Pessoa Localizada",2023-12-01,2,"Norte",830018
"Acre","Pessoa Localizada",2024-01-01,0,"Norte",830018
"Acre","Pessoa Localizada",2024-02-01,5,"Norte",830018
"Acre","Pessoa Localizada",2024-03-01,4,"Norte",830018
"Alagoas","Pessoa Desaparecida",2019-01-01,40,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2019-02-01,43,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2019-03-01,54,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2019-04-01,41,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2019-05-01,51,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2019-06-01,32,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2019-07-01,40,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2019-08-01,47,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2019-09-01,39,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2019-10-01,49,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2019-11-01,36,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2019-12-01,36,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2020-01-01,37,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2020-02-01,35,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2020-03-01,23,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2020-04-01,9,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2020-05-01,20,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2020-06-01,19,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2020-07-01,20,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2020-08-01,32,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2020-09-01,26,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2020-10-01,47,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2020-11-01,38,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2020-12-01,33,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2021-01-01,25,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2021-02-01,25,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2021-03-01,25,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2021-04-01,33,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2021-05-01,21,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2021-06-01,33,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2021-07-01,39,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2021-08-01,48,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2021-09-01,36,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2021-10-01,47,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2021-11-01,44,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2021-12-01,51,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2022-01-01,49,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2022-02-01,48,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2022-03-01,55,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2022-04-01,61,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2022-05-01,41,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2022-06-01,45,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2022-07-01,53,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2022-08-01,77,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2022-09-01,49,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2022-10-01,53,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2022-11-01,47,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2022-12-01,49,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2023-01-01,59,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2023-02-01,47,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2023-03-01,64,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2023-04-01,62,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2023-05-01,39,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2023-06-01,37,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2023-07-01,51,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2023-08-01,52,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2023-09-01,42,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2023-10-01,47,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2023-11-01,75,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2023-12-01,51,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2024-01-01,47,"Nordeste",3127683
"Alagoas","Pessoa Desaparecida",2024-02-01,53,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2019-01-01,2,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2019-02-01,0,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2019-03-01,6,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2019-04-01,0,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2019-05-01,1,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2019-06-01,1,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2019-07-01,1,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2019-08-01,2,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2019-09-01,1,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2019-10-01,1,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2019-11-01,2,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2019-12-01,1,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2020-01-01,2,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2020-02-01,3,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2020-03-01,1,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2020-04-01,1,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2020-05-01,3,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2020-06-01,2,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2020-07-01,1,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2020-08-01,3,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2020-09-01,1,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2020-10-01,2,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2020-11-01,0,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2020-12-01,1,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2021-01-01,1,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2021-02-01,0,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2021-03-01,0,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2021-04-01,0,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2021-05-01,2,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2021-06-01,2,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2021-07-01,5,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2021-08-01,4,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2021-09-01,4,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2021-10-01,2,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2021-11-01,0,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2021-12-01,2,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2022-01-01,10,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2022-02-01,4,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2022-03-01,6,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2022-04-01,8,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2022-05-01,1,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2022-06-01,8,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2022-07-01,4,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2022-08-01,6,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2022-09-01,5,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2022-10-01,7,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2022-11-01,5,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2022-12-01,5,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2023-01-01,9,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2023-02-01,7,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2023-03-01,5,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2023-04-01,5,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2023-05-01,7,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2023-06-01,6,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2023-07-01,9,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2023-08-01,4,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2023-09-01,9,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2023-10-01,0,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2023-11-01,15,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2023-12-01,8,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2024-01-01,6,"Nordeste",3127683
"Alagoas","Pessoa Localizada",2024-02-01,9,"Nordeste",3127683
"Amazonas","Pessoa Desaparecida",2019-01-01,11,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2019-02-01,49,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2019-03-01,110,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2019-04-01,6,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2019-05-01,47,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2019-06-01,7,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2019-07-01,74,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2019-08-01,2,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2019-09-01,60,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2019-10-01,3,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2019-11-01,0,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2019-12-01,12,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2020-01-01,64,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2020-02-01,94,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2020-03-01,79,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2020-04-01,16,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2020-05-01,22,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2020-06-01,6,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2020-07-01,77,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2020-08-01,79,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2020-09-01,74,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2020-10-01,86,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2020-11-01,90,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2020-12-01,68,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2021-01-01,38,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2021-02-01,25,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2021-03-01,66,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2021-04-01,33,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2021-05-01,56,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2021-06-01,50,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2021-07-01,83,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2021-08-01,87,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2021-09-01,38,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2021-10-01,66,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2021-11-01,40,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2021-12-01,38,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2022-01-01,39,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2022-02-01,38,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2022-03-01,90,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2022-04-01,91,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2022-05-01,101,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2022-06-01,107,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2022-07-01,30,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2022-08-01,31,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2022-09-01,108,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2022-10-01,60,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2022-11-01,59,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2022-12-01,95,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2023-01-01,99,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2023-02-01,94,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2023-03-01,95,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2023-04-01,100,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2023-05-01,115,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2023-06-01,105,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2023-07-01,99,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2023-08-01,128,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2023-09-01,76,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2023-10-01,68,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2023-11-01,63,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2023-12-01,66,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2024-01-01,56,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2024-02-01,54,"Norte",3941613
"Amazonas","Pessoa Desaparecida",2024-03-01,73,"Norte",3941613
"Amazonas","Pessoa Localizada",2019-01-01,2,"Norte",3941613
"Amazonas","Pessoa Localizada",2019-02-01,43,"Norte",3941613
"Amazonas","Pessoa Localizada",2019-03-01,86,"Norte",3941613
"Amazonas","Pessoa Localizada",2019-04-01,1,"Norte",3941613
"Amazonas","Pessoa Localizada",2019-05-01,25,"Norte",3941613
"Amazonas","Pessoa Localizada",2019-06-01,2,"Norte",3941613
"Amazonas","Pessoa Localizada",2019-07-01,68,"Norte",3941613
"Amazonas","Pessoa Localizada",2019-08-01,0,"Norte",3941613
"Amazonas","Pessoa Localizada",2019-09-01,27,"Norte",3941613
"Amazonas","Pessoa Localizada",2019-10-01,0,"Norte",3941613
"Amazonas","Pessoa Localizada",2019-11-01,0,"Norte",3941613
"Amazonas","Pessoa Localizada",2019-12-01,0,"Norte",3941613
"Amazonas","Pessoa Localizada",2020-01-01,56,"Norte",3941613
"Amazonas","Pessoa Localizada",2020-02-01,85,"Norte",3941613
"Amazonas","Pessoa Localizada",2020-03-01,65,"Norte",3941613
"Amazonas","Pessoa Localizada",2020-04-01,8,"Norte",3941613
"Amazonas","Pessoa Localizada",2020-05-01,18,"Norte",3941613
"Amazonas","Pessoa Localizada",2020-06-01,2,"Norte",3941613
"Amazonas","Pessoa Localizada",2020-07-01,58,"Norte",3941613
"Amazonas","Pessoa Localizada",2020-08-01,69,"Norte",3941613
"Amazonas","Pessoa Localizada",2020-09-01,64,"Norte",3941613
"Amazonas","Pessoa Localizada",2020-10-01,70,"Norte",3941613
"Amazonas","Pessoa Localizada",2020-11-01,67,"Norte",3941613
"Amazonas","Pessoa Localizada",2020-12-01,50,"Norte",3941613
"Amazonas","Pessoa Localizada",2021-01-01,31,"Norte",3941613
"Amazonas","Pessoa Localizada",2021-02-01,1,"Norte",3941613
"Amazonas","Pessoa Localizada",2021-03-01,48,"Norte",3941613
"Amazonas","Pessoa Localizada",2021-04-01,30,"Norte",3941613
"Amazonas","Pessoa Localizada",2021-05-01,45,"Norte",3941613
"Amazonas","Pessoa Localizada",2021-06-01,45,"Norte",3941613
"Amazonas","Pessoa Localizada",2021-07-01,4,"Norte",3941613
"Amazonas","Pessoa Localizada",2021-08-01,62,"Norte",3941613
"Amazonas","Pessoa Localizada",2021-09-01,35,"Norte",3941613
"Amazonas","Pessoa Localizada",2021-10-01,47,"Norte",3941613
"Amazonas","Pessoa Localizada",2021-11-01,37,"Norte",3941613
"Amazonas","Pessoa Localizada",2021-12-01,32,"Norte",3941613
"Amazonas","Pessoa Localizada",2022-01-01,15,"Norte",3941613
"Amazonas","Pessoa Localizada",2022-02-01,15,"Norte",3941613
"Amazonas","Pessoa Localizada",2022-03-01,38,"Norte",3941613
"Amazonas","Pessoa Localizada",2022-04-01,56,"Norte",3941613
"Amazonas","Pessoa Localizada",2022-05-01,75,"Norte",3941613
"Amazonas","Pessoa Localizada",2022-06-01,73,"Norte",3941613
"Amazonas","Pessoa Localizada",2022-07-01,28,"Norte",3941613
"Amazonas","Pessoa Localizada",2022-08-01,31,"Norte",3941613
"Amazonas","Pessoa Localizada",2022-09-01,42,"Norte",3941613
"Amazonas","Pessoa Localizada",2022-10-01,10,"Norte",3941613
"Amazonas","Pessoa Localizada",2022-11-01,11,"Norte",3941613
"Amazonas","Pessoa Localizada",2022-12-01,39,"Norte",3941613
"Amazonas","Pessoa Localizada",2023-01-01,44,"Norte",3941613
"Amazonas","Pessoa Localizada",2023-02-01,42,"Norte",3941613
"Amazonas","Pessoa Localizada",2023-03-01,53,"Norte",3941613
"Amazonas","Pessoa Localizada",2023-04-01,63,"Norte",3941613
"Amazonas","Pessoa Localizada",2023-05-01,47,"Norte",3941613
"Amazonas","Pessoa Localizada",2023-06-01,46,"Norte",3941613
"Amazonas","Pessoa Localizada",2023-07-01,48,"Norte",3941613
"Amazonas","Pessoa Localizada",2023-08-01,52,"Norte",3941613
"Amazonas","Pessoa Localizada",2023-09-01,37,"Norte",3941613
"Amazonas","Pessoa Localizada",2023-10-01,35,"Norte",3941613
"Amazonas","Pessoa Localizada",2023-11-01,34,"Norte",3941613
"Amazonas","Pessoa Localizada",2023-12-01,48,"Norte",3941613
"Amazonas","Pessoa Localizada",2024-01-01,27,"Norte",3941613
"Amazonas","Pessoa Localizada",2024-02-01,35,"Norte",3941613
"Amazonas","Pessoa Localizada",2024-03-01,41,"Norte",3941613
"Amapá","Pessoa Desaparecida",2019-01-01,11,"Norte",733759
"Amapá","Pessoa Desaparecida",2019-02-01,14,"Norte",733759
"Amapá","Pessoa Desaparecida",2019-03-01,5,"Norte",733759
"Amapá","Pessoa Desaparecida",2019-04-01,11,"Norte",733759
"Amapá","Pessoa Desaparecida",2019-05-01,9,"Norte",733759
"Amapá","Pessoa Desaparecida",2019-06-01,10,"Norte",733759
"Amapá","Pessoa Desaparecida",2019-07-01,17,"Norte",733759
"Amapá","Pessoa Desaparecida",2019-08-01,3,"Norte",733759
"Amapá","Pessoa Desaparecida",2019-09-01,6,"Norte",733759
"Amapá","Pessoa Desaparecida",2019-10-01,7,"Norte",733759
"Amapá","Pessoa Desaparecida",2019-11-01,9,"Norte",733759
"Amapá","Pessoa Desaparecida",2019-12-01,7,"Norte",733759
"Amapá","Pessoa Desaparecida",2020-01-01,5,"Norte",733759
"Amapá","Pessoa Desaparecida",2020-02-01,10,"Norte",733759
"Amapá","Pessoa Desaparecida",2020-03-01,7,"Norte",733759
