"Estado","Variável","Mês","Valor","Região"
"Alagoas","Arma de Fogo Apreendida",2023-07-01,111,"Nordeste"
"Alagoas","Arma de Fogo Apreendida",2023-08-01,112,"Nordeste"
"Alagoas","Arma de Fogo Apreendida",2023-09-01,76,"Nordeste"
"Alagoas","Arma de Fogo Apreendida",2023-10-01,117,"Nordeste"
"Alagoas","Arma de Fogo Apreendida",2023-11-01,119,"Nordeste"
"Alagoas","Arma de Fogo Apreendida",2023-12-01,60,"Nordeste"
"Alagoas","Arma de Fogo Apreendida",2024-01-01,116,"Nordeste"
"Alagoas","Arma de Fogo Apreendida",2024-02-01,77,"Nordeste"
"Amazonas","Arma de Fogo Apreendida",2019-01-01,99,"Norte"
"Amazonas","Arma de Fogo Apreendida",2019-02-01,125,"Norte"
"Amazonas","Arma de Fogo Apreendida",2019-03-01,103,"Norte"
"Amazonas","Arma de Fogo Apreendida",2019-04-01,124,"Norte"
"Amazonas","Arma de Fogo Apreendida",2019-05-01,149,"Norte"
"Amazonas","Arma de Fogo Apreendida",2019-06-01,118,"Norte"
"Amazonas","Arma de Fogo Apreendida",2019-07-01,162,"Norte"
"Amazonas","Arma de Fogo Apreendida",2019-08-01,159,"Norte"
"Amazonas","Arma de Fogo Apreendida",2019-09-01,112,"Norte"
"Amazonas","Arma de Fogo Apreendida",2019-10-01,147,"Norte"
"Amazonas","Arma de Fogo Apreendida",2019-11-01,83,"Norte"
"Amazonas","Arma de Fogo Apreendida",2019-12-01,98,"Norte"
"Amazonas","Arma de Fogo Apreendida",2020-01-01,158,"Norte"
"Amazonas","Arma de Fogo Apreendida",2020-02-01,96,"Norte"
"Amazonas","Arma de Fogo Apreendida",2020-03-01,132,"Norte"
"Amazonas","Arma de Fogo Apreendida",2020-04-01,81,"Norte"
"Amazonas","Arma de Fogo Apreendida",2020-05-01,90,"Norte"
"Amazonas","Arma de Fogo Apreendida",2020-06-01,104,"Norte"
"Amazonas","Arma de Fogo Apreendida",2020-07-01,115,"Norte"
"Amazonas","Arma de Fogo Apreendida",2020-08-01,142,"Norte"
"Amazonas","Arma de Fogo Apreendida",2020-09-01,131,"Norte"
"Amazonas","Arma de Fogo Apreendida",2020-10-01,190,"Norte"
"Amazonas","Arma de Fogo Apreendida",2020-11-01,92,"Norte"
"Amazonas","Arma de Fogo Apreendida",2020-12-01,80,"Norte"
"Amazonas","Arma de Fogo Apreendida",2021-01-01,126,"Norte"
"Amazonas","Arma de Fogo Apreendida",2021-02-01,126,"Norte"
"Amazonas","Arma de Fogo Apreendida",2021-03-01,143,"Norte"
"Amazonas","Arma de Fogo Apreendida",2021-04-01,130,"Norte"
"Amazonas","Arma de Fogo Apreendida",2021-05-01,116,"Norte"
"Amazonas","Arma de Fogo Apreendida",2021-06-01,110,"Norte"
"Amazonas","Arma de Fogo Apreendida",2021-07-01,125,"Norte"
"Amazonas","Arma de Fogo Apreendida",2021-08-01,126,"Norte"
"Amazonas","Arma de Fogo Apreendida",2021-09-01,127,"Norte"
"Amazonas","Arma de Fogo Apreendida",2021-10-01,119,"Norte"
"Amazonas","Arma de Fogo Apreendida",2021-11-01,148,"Norte"
"Amazonas","Arma de Fogo Apreendida",2021-12-01,136,"Norte"
"Amazonas","Arma de Fogo Apreendida",2022-01-01,143,"Norte"
"Amazonas","Arma de Fogo Apreendida",2022-02-01,153,"Norte"
"Amazonas","Arma de Fogo Apreendida",2022-03-01,192,"Norte"
"Amazonas","Arma de Fogo Apreendida",2022-04-01,154,"Norte"
"Amazonas","Arma de Fogo Apreendida",2022-05-01,163,"Norte"
"Amazonas","Arma de Fogo Apreendida",2022-06-01,119,"Norte"
"Amazonas","Arma de Fogo Apreendida",2022-07-01,123,"Norte"
"Amazonas","Arma de Fogo Apreendida",2022-08-01,136,"Norte"
"Amazonas","Arma de Fogo Apreendida",2022-09-01,112,"Norte"
"Amazonas","Arma de Fogo Apreendida",2022-10-01,106,"Norte"
"Amazonas","Arma de Fogo Apreendida",2022-11-01,80,"Norte"
"Amazonas","Arma de Fogo Apreendida",2022-12-01,101,"Norte"
"Amazonas","Arma de Fogo Apreendida",2023-01-01,106,"Norte"
"Amazonas","Arma de Fogo Apreendida",2023-02-01,76,"Norte"
"Amazonas","Arma de Fogo Apreendida",2023-03-01,133,"Norte"
"Amazonas","Arma de Fogo Apreendida",2023-04-01,112,"Norte"
"Amazonas","Arma de Fogo Apreendida",2023-05-01,134,"Norte"
"Amazonas","Arma de Fogo Apreendida",2023-06-01,137,"Norte"
"Amazonas","Arma de Fogo Apreendida",2023-07-01,72,"Norte"
"Amazonas","Arma de Fogo Apreendida",2023-08-01,138,"Norte"
"Amazonas","Arma de Fogo Apreendida",2023-09-01,84,"Norte"
"Amazonas","Arma de Fogo Apreendida",2023-10-01,150,"Norte"
"Amazonas","Arma de Fogo Apreendida",2023-11-01,98,"Norte"
"Amazonas","Arma de Fogo Apreendida",2023-12-01,147,"Norte"
"Amazonas","Arma de Fogo Apreendida",2024-01-01,139,"Norte"
"Amazonas","Arma de Fogo Apreendida",2024-02-01,196,"Norte"
"Amazonas","Arma de Fogo Apreendida",2024-03-01,148,"Norte"
"Amapá","Arma de Fogo Apreendida",2019-01-01,25,"Norte"
"Amapá","Arma de Fogo Apreendida",2019-02-01,31,"Norte"
"Amapá","Arma de Fogo Apreendida",2019-03-01,28,"Norte"
"Amapá","Arma de Fogo Apreendida",2019-04-01,33,"Norte"
"Amapá","Arma de Fogo Apreendida",2019-05-01,37,"Norte"
"Amapá","Arma de Fogo Apreendida",2019-06-01,38,"Norte"
"Amapá","Arma de Fogo Apreendida",2019-07-01,41,"Norte"
"Amapá","Arma de Fogo Apreendida",2019-08-01,26,"Norte"
"Amapá","Arma de Fogo Apreendida",2019-09-01,25,"Norte"
"Amapá","Arma de Fogo Apreendida",2019-10-01,29,"Norte"
"Amapá","Arma de Fogo Apreendida",2019-11-01,23,"Norte"
"Amapá","Arma de Fogo Apreendida",2019-12-01,26,"Norte"
"Amapá","Arma de Fogo Apreendida",2020-01-01,30,"Norte"
"Amapá","Arma de Fogo Apreendida",2020-02-01,27,"Norte"
"Amapá","Arma de Fogo Apreendida",2020-03-01,31,"Norte"
"Amapá","Arma de Fogo Apreendida",2020-04-01,35,"Norte"
"Amapá","Arma de Fogo Apreendida",2020-05-01,22,"Norte"
"Amapá","Arma de Fogo Apreendida",2020-06-01,19,"Norte"
"Amapá","Arma de Fogo Apreendida",2020-07-01,29,"Norte"
"Amapá","Arma de Fogo Apreendida",2020-08-01,16,"Norte"
"Amapá","Arma de Fogo Apreendida",2020-09-01,17,"Norte"
"Amapá","Arma de Fogo Apreendida",2020-10-01,31,"Norte"
"Amapá","Arma de Fogo Apreendida",2020-11-01,19,"Norte"
"Amapá","Arma de Fogo Apreendida",2020-12-01,30,"Norte"
"Amapá","Arma de Fogo Apreendida",2021-01-01,45,"Norte"
"Amapá","Arma de Fogo Apreendida",2021-02-01,47,"Norte"
"Amapá","Arma de Fogo Apreendida",2021-03-01,28,"Norte"
"Amapá","Arma de Fogo Apreendida",2021-04-01,36,"Norte"
"Amapá","Arma de Fogo Apreendida",2021-05-01,36,"Norte"
"Amapá","Arma de Fogo Apreendida",2021-06-01,28,"Norte"
"Amapá","Arma de Fogo Apreendida",2021-07-01,49,"Norte"
"Amapá","Arma de Fogo Apreendida",2021-08-01,46,"Norte"
"Amapá","Arma de Fogo Apreendida",2021-09-01,41,"Norte"
"Amapá","Arma de Fogo Apreendida",2021-10-01,69,"Norte"
"Amapá","Arma de Fogo Apreendida",2021-11-01,42,"Norte"
"Amapá","Arma de Fogo Apreendida",2021-12-01,28,"Norte"
"Amapá","Arma de Fogo Apreendida",2022-01-01,42,"Norte"
"Amapá","Arma de Fogo Apreendida",2022-02-01,49,"Norte"
"Amapá","Arma de Fogo Apreendida",2022-03-01,30,"Norte"
"Amapá","Arma de Fogo Apreendida",2022-04-01,31,"Norte"
"Amapá","Arma de Fogo Apreendida",2022-05-01,23,"Norte"
"Amapá","Arma de Fogo Apreendida",2022-06-01,24,"Norte"
"Amapá","Arma de Fogo Apreendida",2022-07-01,38,"Norte"
"Amapá","Arma de Fogo Apreendida",2022-08-01,26,"Norte"
"Amapá","Arma de Fogo Apreendida",2022-09-01,42,"Norte"
"Amapá","Arma de Fogo Apreendida",2022-10-01,32,"Norte"
"Amapá","Arma de Fogo Apreendida",2022-11-01,36,"Norte"
"Amapá","Arma de Fogo Apreendida",2022-12-01,32,"Norte"
"Amapá","Arma de Fogo Apreendida",2023-01-01,26,"Norte"
"Amapá","Arma de Fogo Apreendida",2023-02-01,32,"Norte"
"Amapá","Arma de Fogo Apreendida",2023-03-01,39,"Norte"
"Amapá","Arma de Fogo Apreendida",2023-04-01,59,"Norte"
"Amapá","Arma de Fogo Apreendida",2023-05-01,49,"Norte"
"Amapá","Arma de Fogo Apreendida",2023-06-01,35,"Norte"
"Amapá","Arma de Fogo Apreendida",2023-07-01,36,"Norte"
"Amapá","Arma de Fogo Apreendida",2023-08-01,44,"Norte"
"Amapá","Arma de Fogo Apreendida",2023-09-01,57,"Norte"
"Amapá","Arma de Fogo Apreendida",2023-10-01,69,"Norte"
"Amapá","Arma de Fogo Apreendida",2023-11-01,39,"Norte"
"Amapá","Arma de Fogo Apreendida",2023-12-01,54,"Norte"
"Amapá","Arma de Fogo Apreendida",2024-01-01,31,"Norte"
"Amapá","Arma de Fogo Apreendida",2024-02-01,35,"Norte"
"Amapá","Arma de Fogo Apreendida",2024-03-01,48,"Norte"
"Bahia","Arma de Fogo Apreendida",2019-01-01,435,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2019-02-01,380,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2019-03-01,465,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2019-04-01,493,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2019-05-01,411,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2019-06-01,325,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2019-07-01,389,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2019-08-01,352,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2019-09-01,365,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2019-10-01,282,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2019-11-01,307,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2019-12-01,263,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2020-01-01,347,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2020-02-01,273,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2020-03-01,324,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2020-04-01,360,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2020-05-01,299,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2020-06-01,301,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2020-07-01,320,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2020-08-01,417,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2020-09-01,333,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2020-10-01,336,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2020-11-01,378,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2020-12-01,321,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2021-01-01,380,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2021-02-01,295,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2021-03-01,306,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2021-04-01,264,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2021-05-01,335,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2021-06-01,324,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2021-07-01,313,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2021-08-01,381,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2021-09-01,338,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2021-10-01,552,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2021-11-01,437,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2021-12-01,410,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2022-01-01,414,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2022-02-01,502,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2022-03-01,444,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2022-04-01,382,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2022-05-01,480,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2022-06-01,411,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2022-07-01,457,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2022-08-01,493,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2022-09-01,456,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2022-10-01,417,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2022-11-01,296,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2022-12-01,345,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2023-01-01,403,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2023-02-01,376,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2023-03-01,482,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2023-04-01,477,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2023-05-01,428,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2023-06-01,429,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2023-07-01,437,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2023-08-01,551,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2023-09-01,645,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2023-10-01,674,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2023-11-01,555,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2023-12-01,537,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2024-01-01,500,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2024-02-01,408,"Nordeste"
"Bahia","Arma de Fogo Apreendida",2024-03-01,0,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2019-01-01,572,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2019-02-01,447,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2019-03-01,375,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2019-04-01,433,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2019-05-01,503,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2019-06-01,427,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2019-07-01,395,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2019-08-01,424,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2019-09-01,354,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2019-10-01,504,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2019-11-01,510,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2019-12-01,535,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2020-01-01,402,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2020-02-01,328,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2020-03-01,485,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2020-04-01,556,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2020-05-01,487,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2020-06-01,598,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2020-07-01,529,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2020-08-01,577,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2020-09-01,474,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2020-10-01,652,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2020-11-01,561,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2020-12-01,468,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2021-01-01,522,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2021-02-01,450,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2021-03-01,514,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2021-04-01,507,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2021-05-01,504,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2021-06-01,502,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2021-07-01,459,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2021-08-01,476,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2021-09-01,499,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2021-10-01,603,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2021-11-01,509,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2021-12-01,535,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2022-01-01,511,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2022-02-01,628,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2022-03-01,582,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2022-04-01,553,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2022-05-01,534,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2022-06-01,493,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2022-07-01,479,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2022-08-01,578,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2022-09-01,544,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2022-10-01,439,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2022-11-01,419,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2022-12-01,519,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2023-01-01,565,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2023-02-01,469,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2023-03-01,544,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2023-04-01,543,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2023-05-01,599,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2023-06-01,623,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2023-07-01,485,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2023-08-01,462,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2023-09-01,531,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2023-10-01,558,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2023-11-01,499,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2023-12-01,566,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2024-01-01,580,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2024-02-01,514,"Nordeste"
"Ceará","Arma de Fogo Apreendida",2024-03-01,567,"Nordeste"
"Distrito Federal","Arma de Fogo Apreendida",2019-01-01,130,"Centro-Oeste"
"Distrito Federal","Arma de Fogo Apreendida",2019-02-01,154,"Centro-Oeste"
"Distrito Federal","Arma de Fogo Apreendida",2019-03-01,146,"Centro-Oeste"
"Distrito Federal","Arma de Fogo Apreendida",2019-04-01,133,"Centro-Oeste"
"Distrito Federal","Arma de Fogo Apreendida",2019-05-01,136,"Centro-Oeste"
"Distrito Federal","Arma de Fogo Apreendida",2019-06-01,160,"Centro-Oeste"
"Distrito Federal","Arma de Fogo Apreendida",2019-07-01,135,"Centro-Oeste"
