"Estado","Variável","Mês","Valor","Região"
"Acre","Busca e salvamento",2019-04-01,0,"Norte"
"Acre","Busca e salvamento",2019-05-01,0,"Norte"
"Acre","Busca e salvamento",2019-06-01,0,"Norte"
"Acre","Busca e salvamento",2019-07-01,0,"Norte"
"Acre","Busca e salvamento",2019-08-01,0,"Norte"
"Acre","Busca e salvamento",2019-09-01,0,"Norte"
"Acre","Busca e salvamento",2019-10-01,0,"Norte"
"Acre","Busca e salvamento",2019-11-01,0,"Norte"
"Acre","Busca e salvamento",2019-12-01,0,"Norte"
"Acre","Busca e salvamento",2020-01-01,0,"Norte"
"Acre","Busca e salvamento",2020-02-01,0,"Norte"
"Acre","Busca e salvamento",2020-03-01,0,"Norte"
"Acre","Busca e salvamento",2020-04-01,0,"Norte"
"Acre","Busca e salvamento",2020-05-01,0,"Norte"
"Acre","Busca e salvamento",2020-06-01,0,"Norte"
"Acre","Busca e salvamento",2020-07-01,0,"Norte"
"Acre","Busca e salvamento",2020-08-01,0,"Norte"
"Acre","Busca e salvamento",2020-09-01,0,"Norte"
"Acre","Busca e salvamento",2020-10-01,0,"Norte"
"Acre","Busca e salvamento",2020-11-01,0,"Norte"
"Acre","Busca e salvamento",2020-12-01,0,"Norte"
"Acre","Busca e salvamento",2021-01-01,0,"Norte"
"Acre","Busca e salvamento",2021-02-01,0,"Norte"
"Acre","Busca e salvamento",2021-03-01,0,"Norte"
"Acre","Busca e salvamento",2021-04-01,0,"Norte"
"Acre","Busca e salvamento",2021-05-01,0,"Norte"
"Acre","Busca e salvamento",2021-06-01,0,"Norte"
"Acre","Busca e salvamento",2021-07-01,0,"Norte"
"Acre","Busca e salvamento",2021-08-01,0,"Norte"
"Acre","Busca e salvamento",2021-09-01,0,"Norte"
"Acre","Busca e salvamento",2021-10-01,0,"Norte"
"Acre","Busca e salvamento",2021-11-01,0,"Norte"
"Acre","Busca e salvamento",2021-12-01,0,"Norte"
"Acre","Busca e salvamento",2022-01-01,313,"Norte"
"Acre","Busca e salvamento",2022-02-01,223,"Norte"
"Acre","Busca e salvamento",2022-03-01,286,"Norte"
"Acre","Busca e salvamento",2022-04-01,255,"Norte"
"Acre","Busca e salvamento",2022-05-01,255,"Norte"
"Acre","Busca e salvamento",2022-06-01,234,"Norte"
"Acre","Busca e salvamento",2022-07-01,229,"Norte"
"Acre","Busca e salvamento",2022-08-01,201,"Norte"
"Acre","Busca e salvamento",2022-09-01,277,"Norte"
"Acre","Busca e salvamento",2022-10-01,250,"Norte"
"Acre","Busca e salvamento",2022-11-01,246,"Norte"
"Acre","Busca e salvamento",2022-12-01,254,"Norte"
"Acre","Busca e salvamento",2023-01-01,28,"Norte"
"Acre","Busca e salvamento",2023-02-01,19,"Norte"
"Acre","Busca e salvamento",2023-03-01,34,"Norte"
"Acre","Busca e salvamento",2023-04-01,31,"Norte"
"Acre","Busca e salvamento",2023-05-01,27,"Norte"
"Acre","Busca e salvamento",2023-06-01,359,"Norte"
"Acre","Busca e salvamento",2023-07-01,191,"Norte"
"Acre","Busca e salvamento",2023-08-01,237,"Norte"
"Acre","Busca e salvamento",2023-09-01,289,"Norte"
"Acre","Busca e salvamento",2023-10-01,270,"Norte"
"Acre","Busca e salvamento",2023-11-01,297,"Norte"
"Acre","Busca e salvamento",2023-12-01,310,"Norte"
"Acre","Busca e salvamento",2024-01-01,12,"Norte"
"Acre","Busca e salvamento",2024-02-01,13,"Norte"
"Acre","Busca e salvamento",2024-03-01,22,"Norte"
"Acre","Combate a incêndios",2019-01-01,0,"Norte"
"Acre","Combate a incêndios",2019-02-01,0,"Norte"
"Acre","Combate a incêndios",2019-03-01,0,"Norte"
"Acre","Combate a incêndios",2019-04-01,0,"Norte"
"Acre","Combate a incêndios",2019-05-01,0,"Norte"
"Acre","Combate a incêndios",2019-06-01,0,"Norte"
"Acre","Combate a incêndios",2019-07-01,0,"Norte"
"Acre","Combate a incêndios",2019-08-01,0,"Norte"
"Acre","Combate a incêndios",2019-09-01,0,"Norte"
"Acre","Combate a incêndios",2019-10-01,0,"Norte"
"Acre","Combate a incêndios",2019-11-01,0,"Norte"
"Acre","Combate a incêndios",2019-12-01,0,"Norte"
"Acre","Combate a incêndios",2020-01-01,0,"Norte"
"Acre","Combate a incêndios",2020-02-01,0,"Norte"
"Acre","Combate a incêndios",2020-03-01,0,"Norte"
"Acre","Combate a incêndios",2020-04-01,0,"Norte"
"Acre","Combate a incêndios",2020-05-01,0,"Norte"
"Acre","Combate a incêndios",2020-06-01,0,"Norte"
"Acre","Combate a incêndios",2020-07-01,0,"Norte"
"Acre","Combate a incêndios",2020-08-01,0,"Norte"
"Acre","Combate a incêndios",2020-09-01,0,"Norte"
"Acre","Combate a incêndios",2020-10-01,0,"Norte"
"Acre","Combate a incêndios",2020-11-01,0,"Norte"
"Acre","Combate a incêndios",2020-12-01,0,"Norte"
"Acre","Combate a incêndios",2021-01-01,0,"Norte"
"Acre","Combate a incêndios",2021-02-01,0,"Norte"
"Acre","Combate a incêndios",2021-03-01,0,"Norte"
"Acre","Combate a incêndios",2021-04-01,0,"Norte"
"Acre","Combate a incêndios",2021-05-01,0,"Norte"
"Acre","Combate a incêndios",2021-06-01,0,"Norte"
"Acre","Combate a incêndios",2021-07-01,0,"Norte"
"Acre","Combate a incêndios",2021-08-01,0,"Norte"
"Acre","Combate a incêndios",2021-09-01,0,"Norte"
"Acre","Combate a incêndios",2021-10-01,0,"Norte"
"Acre","Combate a incêndios",2021-11-01,0,"Norte"
"Acre","Combate a incêndios",2021-12-01,0,"Norte"
"Acre","Combate a incêndios",2022-01-01,52,"Norte"
"Acre","Combate a incêndios",2022-02-01,34,"Norte"
"Acre","Combate a incêndios",2022-03-01,42,"Norte"
"Acre","Combate a incêndios",2022-04-01,42,"Norte"
"Acre","Combate a incêndios",2022-05-01,106,"Norte"
"Acre","Combate a incêndios",2022-06-01,115,"Norte"
"Acre","Combate a incêndios",2022-07-01,318,"Norte"
"Acre","Combate a incêndios",2022-08-01,508,"Norte"
"Acre","Combate a incêndios",2022-09-01,666,"Norte"
"Acre","Combate a incêndios",2022-10-01,158,"Norte"
"Acre","Combate a incêndios",2022-11-01,161,"Norte"
"Acre","Combate a incêndios",2022-12-01,68,"Norte"
"Acre","Combate a incêndios",2023-01-01,125,"Norte"
"Acre","Combate a incêndios",2023-02-01,105,"Norte"
"Acre","Combate a incêndios",2023-03-01,102,"Norte"
"Acre","Combate a incêndios",2023-04-01,105,"Norte"
"Acre","Combate a incêndios",2023-05-01,189,"Norte"
"Acre","Combate a incêndios",2023-06-01,331,"Norte"
"Acre","Combate a incêndios",2023-07-01,490,"Norte"
"Acre","Combate a incêndios",2023-08-01,770,"Norte"
"Acre","Combate a incêndios",2023-09-01,647,"Norte"
"Acre","Combate a incêndios",2023-10-01,639,"Norte"
"Acre","Combate a incêndios",2023-11-01,278,"Norte"
"Acre","Combate a incêndios",2023-12-01,107,"Norte"
"Acre","Combate a incêndios",2024-01-01,111,"Norte"
"Acre","Combate a incêndios",2024-02-01,123,"Norte"
"Acre","Combate a incêndios",2024-03-01,137,"Norte"
"Acre","Emissão de Alvarás de licença",2019-01-01,0,"Norte"
"Acre","Emissão de Alvarás de licença",2019-02-01,0,"Norte"
"Acre","Emissão de Alvarás de licença",2019-03-01,0,"Norte"
"Acre","Emissão de Alvarás de licença",2019-04-01,0,"Norte"
"Acre","Emissão de Alvarás de licença",2019-05-01,0,"Norte"
"Acre","Emissão de Alvarás de licença",2019-06-01,0,"Norte"
"Acre","Emissão de Alvarás de licença",2019-07-01,0,"Norte"
"Acre","Emissão de Alvarás de licença",2019-08-01,0,"Norte"
"Acre","Emissão de Alvarás de licença",2019-09-01,0,"Norte"
"Acre","Emissão de Alvarás de licença",2019-10-01,0,"Norte"
"Acre","Emissão de Alvarás de licença",2019-11-01,0,"Norte"
"Acre","Emissão de Alvarás de licença",2019-12-01,0,"Norte"
"Acre","Emissão de Alvarás de licença",2020-01-01,0,"Norte"
"Acre","Emissão de Alvarás de licença",2020-02-01,0,"Norte"
"Acre","Emissão de Alvarás de licença",2020-03-01,0,"Norte"
"Acre","Emissão de Alvarás de licença",2020-04-01,0,"Norte"
"Acre","Emissão de Alvarás de licença",2020-05-01,0,"Norte"
"Acre","Emissão de Alvarás de licença",2020-06-01,0,"Norte"
"Acre","Emissão de Alvarás de licença",2020-07-01,0,"Norte"
"Acre","Emissão de Alvarás de licença",2020-08-01,0,"Norte"
"Acre","Emissão de Alvarás de licença",2020-09-01,0,"Norte"
"Acre","Emissão de Alvarás de licença",2020-10-01,0,"Norte"
"Acre","Emissão de Alvarás de licença",2020-11-01,0,"Norte"
"Acre","Emissão de Alvarás de licença",2020-12-01,0,"Norte"
"Acre","Emissão de Alvarás de licença",2021-01-01,1127,"Norte"
"Acre","Emissão de Alvarás de licença",2021-02-01,874,"Norte"
"Acre","Emissão de Alvarás de licença",2021-03-01,1090,"Norte"
"Acre","Emissão de Alvarás de licença",2021-04-01,908,"Norte"
"Acre","Emissão de Alvarás de licença",2021-05-01,997,"Norte"
"Acre","Emissão de Alvarás de licença",2021-06-01,777,"Norte"
"Acre","Emissão de Alvarás de licença",2021-07-01,1051,"Norte"
"Acre","Emissão de Alvarás de licença",2021-08-01,656,"Norte"
"Acre","Emissão de Alvarás de licença",2021-09-01,847,"Norte"
"Acre","Emissão de Alvarás de licença",2021-10-01,705,"Norte"
"Acre","Emissão de Alvarás de licença",2021-11-01,603,"Norte"
"Acre","Emissão de Alvarás de licença",2021-12-01,469,"Norte"
"Acre","Emissão de Alvarás de licença",2022-01-01,937,"Norte"
"Acre","Emissão de Alvarás de licença",2022-02-01,958,"Norte"
"Acre","Emissão de Alvarás de licença",2022-03-01,868,"Norte"
"Acre","Emissão de Alvarás de licença",2022-04-01,728,"Norte"
"Acre","Emissão de Alvarás de licença",2022-05-01,855,"Norte"
"Acre","Emissão de Alvarás de licença",2022-06-01,498,"Norte"
"Acre","Emissão de Alvarás de licença",2022-07-01,1486,"Norte"
"Acre","Emissão de Alvarás de licença",2022-08-01,443,"Norte"
"Acre","Emissão de Alvarás de licença",2022-09-01,248,"Norte"
"Acre","Emissão de Alvarás de licença",2022-10-01,323,"Norte"
"Acre","Emissão de Alvarás de licença",2022-11-01,498,"Norte"
"Acre","Emissão de Alvarás de licença",2022-12-01,564,"Norte"
"Acre","Emissão de Alvarás de licença",2023-01-01,912,"Norte"
"Acre","Emissão de Alvarás de licença",2023-02-01,894,"Norte"
"Acre","Emissão de Alvarás de licença",2023-03-01,625,"Norte"
"Acre","Emissão de Alvarás de licença",2023-04-01,328,"Norte"
"Acre","Emissão de Alvarás de licença",2023-05-01,545,"Norte"
"Acre","Emissão de Alvarás de licença",2023-06-01,334,"Norte"
"Acre","Emissão de Alvarás de licença",2023-07-01,323,"Norte"
"Acre","Emissão de Alvarás de licença",2023-08-01,593,"Norte"
"Acre","Emissão de Alvarás de licença",2023-09-01,372,"Norte"
"Acre","Emissão de Alvarás de licença",2023-10-01,350,"Norte"
"Acre","Emissão de Alvarás de licença",2023-11-01,336,"Norte"
"Acre","Emissão de Alvarás de licença",2023-12-01,350,"Norte"
"Acre","Emissão de Alvarás de licença",2024-01-01,752,"Norte"
"Acre","Emissão de Alvarás de licença",2024-02-01,609,"Norte"
"Acre","Emissão de Alvarás de licença",2024-03-01,662,"Norte"
"Acre","Realização de vistorias",2019-01-01,0,"Norte"
"Acre","Realização de vistorias",2019-02-01,0,"Norte"
"Acre","Realização de vistorias",2019-03-01,0,"Norte"
"Acre","Realização de vistorias",2019-04-01,0,"Norte"
"Acre","Realização de vistorias",2019-05-01,0,"Norte"
"Acre","Realização de vistorias",2019-06-01,0,"Norte"
"Acre","Realização de vistorias",2019-07-01,0,"Norte"
"Acre","Realização de vistorias",2019-08-01,0,"Norte"
"Acre","Realização de vistorias",2019-09-01,0,"Norte"
"Acre","Realização de vistorias",2019-10-01,0,"Norte"
"Acre","Realização de vistorias",2019-11-01,0,"Norte"
"Acre","Realização de vistorias",2019-12-01,0,"Norte"
"Acre","Realização de vistorias",2020-01-01,0,"Norte"
"Acre","Realização de vistorias",2020-02-01,0,"Norte"
"Acre","Realização de vistorias",2020-03-01,0,"Norte"
"Acre","Realização de vistorias",2020-04-01,0,"Norte"
"Acre","Realização de vistorias",2020-05-01,0,"Norte"
"Acre","Realização de vistorias",2020-06-01,0,"Norte"
"Acre","Realização de vistorias",2020-07-01,0,"Norte"
"Acre","Realização de vistorias",2020-08-01,0,"Norte"
"Acre","Realização de vistorias",2020-09-01,0,"Norte"
"Acre","Realização de vistorias",2020-10-01,0,"Norte"
"Acre","Realização de vistorias",2020-11-01,0,"Norte"
"Acre","Realização de vistorias",2020-12-01,0,"Norte"
"Acre","Realização de vistorias",2021-01-01,675,"Norte"
"Acre","Realização de vistorias",2021-02-01,409,"Norte"
"Acre","Realização de vistorias",2021-03-01,495,"Norte"
"Acre","Realização de vistorias",2021-04-01,301,"Norte"
"Acre","Realização de vistorias",2021-05-01,400,"Norte"
"Acre","Realização de vistorias",2021-06-01,332,"Norte"
"Acre","Realização de vistorias",2021-07-01,401,"Norte"
"Acre","Realização de vistorias",2021-08-01,272,"Norte"
"Acre","Realização de vistorias",2021-09-01,362,"Norte"
"Acre","Realização de vistorias",2021-10-01,250,"Norte"
"Acre","Realização de vistorias",2021-11-01,216,"Norte"
"Acre","Realização de vistorias",2021-12-01,200,"Norte"
"Acre","Realização de vistorias",2022-01-01,814,"Norte"
"Acre","Realização de vistorias",2022-02-01,775,"Norte"
"Acre","Realização de vistorias",2022-03-01,621,"Norte"
"Acre","Realização de vistorias",2022-04-01,722,"Norte"
"Acre","Realização de vistorias",2022-05-01,386,"Norte"
"Acre","Realização de vistorias",2022-06-01,282,"Norte"
"Acre","Realização de vistorias",2022-07-01,446,"Norte"
"Acre","Realização de vistorias",2022-08-01,484,"Norte"
"Acre","Realização de vistorias",2022-09-01,470,"Norte"
"Acre","Realização de vistorias",2022-10-01,350,"Norte"
"Acre","Realização de vistorias",2022-11-01,510,"Norte"
"Acre","Realização de vistorias",2022-12-01,590,"Norte"
"Acre","Realização de vistorias",2023-01-01,825,"Norte"
"Acre","Realização de vistorias",2023-02-01,614,"Norte"
"Acre","Realização de vistorias",2023-03-01,672,"Norte"
"Acre","Realização de vistorias",2023-04-01,380,"Norte"
"Acre","Realização de vistorias",2023-05-01,512,"Norte"
"Acre","Realização de vistorias",2023-06-01,420,"Norte"
"Acre","Realização de vistorias",2023-07-01,395,"Norte"
"Acre","Realização de vistorias",2023-08-01,387,"Norte"
"Acre","Realização de vistorias",2023-09-01,237,"Norte"
"Acre","Realização de vistorias",2023-10-01,228,"Norte"
"Acre","Realização de vistorias",2023-11-01,308,"Norte"
"Acre","Realização de vistorias",2023-12-01,325,"Norte"
"Acre","Realização de vistorias",2024-01-01,363,"Norte"
"Acre","Realização de vistorias",2024-02-01,319,"Norte"
"Acre","Realização de vistorias",2024-03-01,342,"Norte"
"Alagoas","Atendimento pré-hospitalar",2019-01-01,484,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2019-02-01,520,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2019-03-01,584,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2019-04-01,545,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2019-05-01,571,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2019-06-01,383,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2019-07-01,424,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2019-08-01,496,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2019-09-01,554,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2019-10-01,506,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2019-11-01,429,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2019-12-01,350,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2020-01-01,473,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2020-02-01,436,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2020-03-01,363,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2020-04-01,341,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2020-05-01,374,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2020-06-01,398,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2020-07-01,463,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2020-08-01,486,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2020-09-01,367,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2020-10-01,418,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2020-11-01,435,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2020-12-01,418,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2021-01-01,415,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2021-02-01,462,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2021-03-01,400,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2021-04-01,405,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2021-05-01,431,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2021-06-01,467,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2021-07-01,522,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2021-08-01,560,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2021-09-01,573,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2021-10-01,633,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2021-11-01,505,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2021-12-01,593,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2022-01-01,528,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2022-02-01,419,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2022-03-01,475,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2022-04-01,524,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2022-05-01,570,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2022-06-01,494,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2022-07-01,490,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2022-08-01,470,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2022-09-01,415,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2022-10-01,513,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2022-11-01,475,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2022-12-01,559,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2023-01-01,501,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2023-02-01,462,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2023-03-01,583,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2023-04-01,529,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2023-05-01,539,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2023-06-01,456,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2023-07-01,469,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2023-08-01,486,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2023-09-01,441,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2023-10-01,481,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2023-11-01,540,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2023-12-01,707,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2024-01-01,531,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2024-02-01,448,"Nordeste"
"Alagoas","Atendimento pré-hospitalar",2024-03-01,485,"Nordeste"
"Alagoas","Busca e salvamento",2019-01-01,302,"Nordeste"
"Alagoas","Busca e salvamento",2019-02-01,257,"Nordeste"
"Alagoas","Busca e salvamento",2019-03-01,301,"Nordeste"
"Alagoas","Busca e salvamento",2019-04-01,323,"Nordeste"
"Alagoas","Busca e salvamento",2019-05-01,332,"Nordeste"
"Alagoas","Busca e salvamento",2019-06-01,146,"Nordeste"
"Alagoas","Busca e salvamento",2019-07-01,175,"Nordeste"
"Alagoas","Busca e salvamento",2019-08-01,243,"Nordeste"
"Alagoas","Busca e salvamento",2019-09-01,269,"Nordeste"
"Alagoas","Busca e salvamento",2019-10-01,348,"Nordeste"
"Alagoas","Busca e salvamento",2019-11-01,424,"Nordeste"
"Alagoas","Busca e salvamento",2019-12-01,381,"Nordeste"
"Alagoas","Busca e salvamento",2020-01-01,290,"Nordeste"
"Alagoas","Busca e salvamento",2020-02-01,209,"Nordeste"
"Alagoas","Busca e salvamento",2020-03-01,247,"Nordeste"
"Alagoas","Busca e salvamento",2020-04-01,259,"Nordeste"
"Alagoas","Busca e salvamento",2020-05-01,244,"Nordeste"
"Alagoas","Busca e salvamento",2020-06-01,261,"Nordeste"
"Alagoas","Busca e salvamento",2020-07-01,275,"Nordeste"
"Alagoas","Busca e salvamento",2020-08-01,271,"Nordeste"
"Alagoas","Busca e salvamento",2020-09-01,383,"Nordeste"
"Alagoas","Busca e salvamento",2020-10-01,379,"Nordeste"
"Alagoas","Busca e salvamento",2020-11-01,260,"Nordeste"
"Alagoas","Busca e salvamento",2020-12-01,299,"Nordeste"
"Alagoas","Busca e salvamento",2021-01-01,268,"Nordeste"
"Alagoas","Busca e salvamento",2021-02-01,242,"Nordeste"
"Alagoas","Busca e salvamento",2021-03-01,249,"Nordeste"
"Alagoas","Busca e salvamento",2021-04-01,289,"Nordeste"
"Alagoas","Busca e salvamento",2021-05-01,316,"Nordeste"
"Alagoas","Busca e salvamento",2021-06-01,303,"Nordeste"
"Alagoas","Busca e salvamento",2021-07-01,325,"Nordeste"
"Alagoas","Busca e salvamento",2021-08-01,309,"Nordeste"
"Alagoas","Busca e salvamento",2021-09-01,383,"Nordeste"
"Alagoas","Busca e salvamento",2021-10-01,353,"Nordeste"
"Alagoas","Busca e salvamento",2021-11-01,316,"Nordeste"
"Alagoas","Busca e salvamento",2021-12-01,314,"Nordeste"
"Alagoas","Busca e salvamento",2022-01-01,349,"Nordeste"
"Alagoas","Busca e salvamento",2022-02-01,254,"Nordeste"
"Alagoas","Busca e salvamento",2022-03-01,268,"Nordeste"
"Alagoas","Busca e salvamento",2022-04-01,305,"Nordeste"
"Alagoas","Busca e salvamento",2022-05-01,416,"Nordeste"
"Alagoas","Busca e salvamento",2022-06-01,384,"Nordeste"
"Alagoas","Busca e salvamento",2022-07-01,327,"Nordeste"
"Alagoas","Busca e salvamento",2022-08-01,290,"Nordeste"
"Alagoas","Busca e salvamento",2022-09-01,323,"Nordeste"
"Alagoas","Busca e salvamento",2022-10-01,323,"Nordeste"
"Alagoas","Busca e salvamento",2022-11-01,320,"Nordeste"
"Alagoas","Busca e salvamento",2022-12-01,406,"Nordeste"
"Alagoas","Busca e salvamento",2023-01-01,417,"Nordeste"
"Alagoas","Busca e salvamento",2023-02-01,325,"Nordeste"
"Alagoas","Busca e salvamento",2023-03-01,303,"Nordeste"
"Alagoas","Busca e salvamento",2023-04-01,237,"Nordeste"
"Alagoas","Busca e salvamento",2023-05-01,300,"Nordeste"
"Alagoas","Busca e salvamento",2023-06-01,237,"Nordeste"
