"Estado","Variável","Mês","Valor","Região"
"Acre","Roubo a instituição financeira",2019-01-01,0,"Norte"
"Acre","Roubo a instituição financeira",2019-02-01,0,"Norte"
"Acre","Roubo a instituição financeira",2019-03-01,0,"Norte"
"Acre","Roubo a instituição financeira",2019-04-01,0,"Norte"
"Acre","Roubo a instituição financeira",2019-05-01,0,"Norte"
"Acre","Roubo a instituição financeira",2019-06-01,0,"Norte"
"Acre","Roubo a instituição financeira",2019-07-01,0,"Norte"
"Acre","Roubo a instituição financeira",2019-08-01,0,"Norte"
"Acre","Roubo a instituição financeira",2019-09-01,0,"Norte"
"Acre","Roubo a instituição financeira",2019-10-01,0,"Norte"
"Acre","Roubo a instituição financeira",2019-11-01,0,"Norte"
"Acre","Roubo a instituição financeira",2019-12-01,0,"Norte"
"Acre","Roubo a instituição financeira",2020-01-01,0,"Norte"
"Acre","Roubo a instituição financeira",2020-02-01,0,"Norte"
"Acre","Roubo a instituição financeira",2020-03-01,0,"Norte"
"Acre","Roubo a instituição financeira",2020-04-01,0,"Norte"
"Acre","Roubo a instituição financeira",2020-05-01,0,"Norte"
"Acre","Roubo a instituição financeira",2020-06-01,0,"Norte"
"Acre","Roubo a instituição financeira",2020-07-01,0,"Norte"
"Acre","Roubo a instituição financeira",2020-08-01,0,"Norte"
"Acre","Roubo a instituição financeira",2020-09-01,0,"Norte"
"Acre","Roubo a instituição financeira",2020-10-01,0,"Norte"
"Acre","Roubo a instituição financeira",2020-11-01,0,"Norte"
"Acre","Roubo a instituição financeira",2020-12-01,0,"Norte"
"Acre","Roubo a instituição financeira",2021-01-01,0,"Norte"
"Acre","Roubo a instituição financeira",2021-02-01,0,"Norte"
"Acre","Roubo a instituição financeira",2021-03-01,0,"Norte"
"Acre","Roubo a instituição financeira",2021-04-01,0,"Norte"
"Acre","Roubo a instituição financeira",2021-05-01,0,"Norte"
"Acre","Roubo a instituição financeira",2021-06-01,0,"Norte"
"Acre","Roubo a instituição financeira",2021-07-01,0,"Norte"
"Acre","Roubo a instituição financeira",2021-08-01,0,"Norte"
"Acre","Roubo a instituição financeira",2021-09-01,0,"Norte"
"Acre","Roubo a instituição financeira",2021-10-01,0,"Norte"
"Acre","Roubo a instituição financeira",2021-11-01,0,"Norte"
"Acre","Roubo a instituição financeira",2021-12-01,0,"Norte"
"Acre","Roubo a instituição financeira",2022-01-01,0,"Norte"
"Acre","Roubo a instituição financeira",2022-02-01,0,"Norte"
"Acre","Roubo a instituição financeira",2022-03-01,0,"Norte"
"Acre","Roubo a instituição financeira",2022-04-01,0,"Norte"
"Acre","Roubo a instituição financeira",2022-05-01,0,"Norte"
"Acre","Roubo a instituição financeira",2022-06-01,0,"Norte"
"Acre","Roubo a instituição financeira",2022-07-01,0,"Norte"
"Acre","Roubo a instituição financeira",2022-08-01,0,"Norte"
"Acre","Roubo a instituição financeira",2022-09-01,0,"Norte"
"Acre","Roubo a instituição financeira",2022-10-01,0,"Norte"
"Acre","Roubo a instituição financeira",2022-11-01,0,"Norte"
"Acre","Roubo a instituição financeira",2022-12-01,0,"Norte"
"Acre","Roubo a instituição financeira",2023-01-01,0,"Norte"
"Acre","Roubo a instituição financeira",2023-02-01,0,"Norte"
"Acre","Roubo a instituição financeira",2023-03-01,0,"Norte"
"Acre","Roubo a instituição financeira",2023-04-01,0,"Norte"
"Acre","Roubo a instituição financeira",2023-05-01,0,"Norte"
"Acre","Roubo a instituição financeira",2023-06-01,0,"Norte"
"Acre","Roubo a instituição financeira",2023-07-01,0,"Norte"
"Acre","Roubo a instituição financeira",2023-08-01,0,"Norte"
"Acre","Roubo a instituição financeira",2023-09-01,0,"Norte"
"Acre","Roubo a instituição financeira",2023-10-01,0,"Norte"
"Acre","Roubo a instituição financeira",2023-11-01,0,"Norte"
"Acre","Roubo a instituição financeira",2023-12-01,0,"Norte"
"Acre","Roubo a instituição financeira",2024-01-01,0,"Norte"
"Acre","Roubo a instituição financeira",2024-02-01,0,"Norte"
"Acre","Roubo a instituição financeira",2024-03-01,0,"Norte"
"Acre","Roubo de carga",2019-01-01,0,"Norte"
"Acre","Roubo de carga",2019-02-01,0,"Norte"
"Acre","Roubo de carga",2019-03-01,0,"Norte"
"Acre","Roubo de carga",2019-04-01,0,"Norte"
"Acre","Roubo de carga",2019-05-01,0,"Norte"
"Acre","Roubo de carga",2019-06-01,0,"Norte"
"Acre","Roubo de carga",2019-07-01,0,"Norte"
"Acre","Roubo de carga",2019-08-01,0,"Norte"
"Acre","Roubo de carga",2019-09-01,0,"Norte"
"Acre","Roubo de carga",2019-10-01,0,"Norte"
"Acre","Roubo de carga",2019-11-01,0,"Norte"
"Acre","Roubo de carga",2019-12-01,0,"Norte"
"Acre","Roubo de carga",2020-01-01,0,"Norte"
"Acre","Roubo de carga",2020-02-01,0,"Norte"
"Acre","Roubo de carga",2020-03-01,0,"Norte"
"Acre","Roubo de carga",2020-04-01,0,"Norte"
"Acre","Roubo de carga",2020-05-01,0,"Norte"
"Acre","Roubo de carga",2020-06-01,0,"Norte"
"Acre","Roubo de carga",2020-07-01,0,"Norte"
"Acre","Roubo de carga",2020-08-01,0,"Norte"
"Acre","Roubo de carga",2020-09-01,0,"Norte"
"Acre","Roubo de carga",2020-10-01,0,"Norte"
"Acre","Roubo de carga",2020-11-01,0,"Norte"
"Acre","Roubo de carga",2020-12-01,0,"Norte"
"Acre","Roubo de carga",2021-01-01,0,"Norte"
"Acre","Roubo de carga",2021-02-01,0,"Norte"
"Acre","Roubo de carga",2021-03-01,0,"Norte"
"Acre","Roubo de carga",2021-04-01,0,"Norte"
"Acre","Roubo de carga",2021-05-01,0,"Norte"
"Acre","Roubo de carga",2021-06-01,0,"Norte"
"Acre","Roubo de carga",2021-07-01,0,"Norte"
"Acre","Roubo de carga",2021-08-01,0,"Norte"
"Acre","Roubo de carga",2021-09-01,0,"Norte"
"Acre","Roubo de carga",2021-10-01,0,"Norte"
"Acre","Roubo de carga",2021-11-01,0,"Norte"
"Acre","Roubo de carga",2021-12-01,0,"Norte"
"Acre","Roubo de carga",2022-01-01,0,"Norte"
"Acre","Roubo de carga",2022-02-01,0,"Norte"
"Acre","Roubo de carga",2022-03-01,0,"Norte"
"Acre","Roubo de carga",2022-04-01,0,"Norte"
"Acre","Roubo de carga",2022-05-01,0,"Norte"
"Acre","Roubo de carga",2022-06-01,0,"Norte"
"Acre","Roubo de carga",2022-07-01,0,"Norte"
"Acre","Roubo de carga",2022-08-01,0,"Norte"
"Acre","Roubo de carga",2022-09-01,0,"Norte"
"Acre","Roubo de carga",2022-10-01,0,"Norte"
"Acre","Roubo de carga",2022-11-01,0,"Norte"
"Acre","Roubo de carga",2022-12-01,0,"Norte"
"Acre","Roubo de carga",2023-01-01,0,"Norte"
"Acre","Roubo de carga",2023-02-01,0,"Norte"
"Acre","Roubo de carga",2023-03-01,0,"Norte"
"Acre","Roubo de carga",2023-04-01,0,"Norte"
"Acre","Roubo de carga",2023-05-01,0,"Norte"
"Acre","Roubo de carga",2023-06-01,0,"Norte"
"Acre","Roubo de carga",2023-07-01,0,"Norte"
"Acre","Roubo de carga",2023-08-01,0,"Norte"
"Acre","Roubo de carga",2023-09-01,0,"Norte"
"Acre","Roubo de carga",2023-10-01,0,"Norte"
"Acre","Roubo de carga",2023-11-01,0,"Norte"
"Acre","Roubo de carga",2023-12-01,1,"Norte"
"Acre","Roubo de carga",2024-01-01,0,"Norte"
"Acre","Roubo de carga",2024-02-01,0,"Norte"
"Acre","Roubo de carga",2024-03-01,0,"Norte"
"Acre","Roubo de veículo",2019-01-01,114,"Norte"
"Acre","Roubo de veículo",2019-02-01,143,"Norte"
"Acre","Roubo de veículo",2019-03-01,137,"Norte"
"Acre","Roubo de veículo",2019-04-01,174,"Norte"
"Acre","Roubo de veículo",2019-05-01,165,"Norte"
"Acre","Roubo de veículo",2019-06-01,179,"Norte"
"Acre","Roubo de veículo",2019-07-01,194,"Norte"
"Acre","Roubo de veículo",2019-08-01,150,"Norte"
"Acre","Roubo de veículo",2019-09-01,178,"Norte"
"Acre","Roubo de veículo",2019-10-01,196,"Norte"
"Acre","Roubo de veículo",2019-11-01,184,"Norte"
"Acre","Roubo de veículo",2019-12-01,133,"Norte"
"Acre","Roubo de veículo",2020-01-01,112,"Norte"
"Acre","Roubo de veículo",2020-02-01,108,"Norte"
"Acre","Roubo de veículo",2020-03-01,125,"Norte"
"Acre","Roubo de veículo",2020-04-01,73,"Norte"
"Acre","Roubo de veículo",2020-05-01,83,"Norte"
"Acre","Roubo de veículo",2020-06-01,65,"Norte"
"Acre","Roubo de veículo",2020-07-01,47,"Norte"
"Acre","Roubo de veículo",2020-08-01,81,"Norte"
"Acre","Roubo de veículo",2020-09-01,85,"Norte"
"Acre","Roubo de veículo",2020-10-01,89,"Norte"
"Acre","Roubo de veículo",2020-11-01,102,"Norte"
"Acre","Roubo de veículo",2020-12-01,91,"Norte"
"Acre","Roubo de veículo",2021-01-01,100,"Norte"
"Acre","Roubo de veículo",2021-02-01,88,"Norte"
"Acre","Roubo de veículo",2021-03-01,98,"Norte"
"Acre","Roubo de veículo",2021-04-01,86,"Norte"
"Acre","Roubo de veículo",2021-05-01,86,"Norte"
"Acre","Roubo de veículo",2021-06-01,81,"Norte"
"Acre","Roubo de veículo",2021-07-01,73,"Norte"
"Acre","Roubo de veículo",2021-08-01,83,"Norte"
"Acre","Roubo de veículo",2021-09-01,89,"Norte"
"Acre","Roubo de veículo",2021-10-01,88,"Norte"
"Acre","Roubo de veículo",2021-11-01,68,"Norte"
"Acre","Roubo de veículo",2021-12-01,61,"Norte"
"Acre","Roubo de veículo",2022-01-01,69,"Norte"
"Acre","Roubo de veículo",2022-02-01,49,"Norte"
"Acre","Roubo de veículo",2022-03-01,65,"Norte"
"Acre","Roubo de veículo",2022-04-01,55,"Norte"
"Acre","Roubo de veículo",2022-05-01,66,"Norte"
"Acre","Roubo de veículo",2022-06-01,52,"Norte"
"Acre","Roubo de veículo",2022-07-01,51,"Norte"
"Acre","Roubo de veículo",2022-08-01,48,"Norte"
"Acre","Roubo de veículo",2022-09-01,55,"Norte"
"Acre","Roubo de veículo",2022-10-01,54,"Norte"
"Acre","Roubo de veículo",2022-11-01,58,"Norte"
"Acre","Roubo de veículo",2022-12-01,43,"Norte"
"Acre","Roubo de veículo",2023-01-01,48,"Norte"
"Acre","Roubo de veículo",2023-02-01,47,"Norte"
"Acre","Roubo de veículo",2023-03-01,61,"Norte"
"Acre","Roubo de veículo",2023-04-01,61,"Norte"
"Acre","Roubo de veículo",2023-05-01,64,"Norte"
"Acre","Roubo de veículo",2023-06-01,40,"Norte"
"Acre","Roubo de veículo",2023-07-01,51,"Norte"
"Acre","Roubo de veículo",2023-08-01,45,"Norte"
"Acre","Roubo de veículo",2023-09-01,46,"Norte"
"Acre","Roubo de veículo",2023-10-01,70,"Norte"
"Acre","Roubo de veículo",2023-11-01,75,"Norte"
"Acre","Roubo de veículo",2023-12-01,30,"Norte"
"Acre","Roubo de veículo",2024-01-01,33,"Norte"
"Acre","Roubo de veículo",2024-02-01,24,"Norte"
"Acre","Roubo de veículo",2024-03-01,52,"Norte"
"Acre","Tráfico de drogas",2019-01-01,15,"Norte"
"Acre","Tráfico de drogas",2019-02-01,14,"Norte"
"Acre","Tráfico de drogas",2019-03-01,12,"Norte"
"Acre","Tráfico de drogas",2019-04-01,15,"Norte"
"Acre","Tráfico de drogas",2019-05-01,16,"Norte"
"Acre","Tráfico de drogas",2019-06-01,13,"Norte"
"Acre","Tráfico de drogas",2019-07-01,10,"Norte"
"Acre","Tráfico de drogas",2019-08-01,13,"Norte"
"Acre","Tráfico de drogas",2019-09-01,21,"Norte"
"Acre","Tráfico de drogas",2019-10-01,9,"Norte"
"Acre","Tráfico de drogas",2019-11-01,18,"Norte"
"Acre","Tráfico de drogas",2019-12-01,10,"Norte"
"Acre","Tráfico de drogas",2020-01-01,15,"Norte"
"Acre","Tráfico de drogas",2020-02-01,10,"Norte"
"Acre","Tráfico de drogas",2020-03-01,8,"Norte"
"Acre","Tráfico de drogas",2020-04-01,5,"Norte"
"Acre","Tráfico de drogas",2020-05-01,14,"Norte"
"Acre","Tráfico de drogas",2020-06-01,23,"Norte"
"Acre","Tráfico de drogas",2020-07-01,32,"Norte"
"Acre","Tráfico de drogas",2020-08-01,43,"Norte"
"Acre","Tráfico de drogas",2020-09-01,29,"Norte"
"Acre","Tráfico de drogas",2020-10-01,24,"Norte"
"Acre","Tráfico de drogas",2020-11-01,22,"Norte"
"Acre","Tráfico de drogas",2020-12-01,31,"Norte"
"Acre","Tráfico de drogas",2021-01-01,39,"Norte"
"Acre","Tráfico de drogas",2021-02-01,39,"Norte"
"Acre","Tráfico de drogas",2021-03-01,52,"Norte"
"Acre","Tráfico de drogas",2021-04-01,44,"Norte"
"Acre","Tráfico de drogas",2021-05-01,40,"Norte"
"Acre","Tráfico de drogas",2021-06-01,69,"Norte"
"Acre","Tráfico de drogas",2021-07-01,53,"Norte"
"Acre","Tráfico de drogas",2021-08-01,56,"Norte"
"Acre","Tráfico de drogas",2021-09-01,93,"Norte"
"Acre","Tráfico de drogas",2021-10-01,58,"Norte"
"Acre","Tráfico de drogas",2021-11-01,62,"Norte"
"Acre","Tráfico de drogas",2021-12-01,62,"Norte"
"Acre","Tráfico de drogas",2022-01-01,62,"Norte"
"Acre","Tráfico de drogas",2022-02-01,85,"Norte"
"Acre","Tráfico de drogas",2022-03-01,75,"Norte"
"Acre","Tráfico de drogas",2022-04-01,55,"Norte"
"Acre","Tráfico de drogas",2022-05-01,69,"Norte"
"Acre","Tráfico de drogas",2022-06-01,76,"Norte"
"Acre","Tráfico de drogas",2022-07-01,72,"Norte"
"Acre","Tráfico de drogas",2022-08-01,65,"Norte"
"Acre","Tráfico de drogas",2022-09-01,59,"Norte"
"Acre","Tráfico de drogas",2022-10-01,60,"Norte"
"Acre","Tráfico de drogas",2022-11-01,102,"Norte"
"Acre","Tráfico de drogas",2022-12-01,106,"Norte"
"Acre","Tráfico de drogas",2023-01-01,64,"Norte"
"Acre","Tráfico de drogas",2023-02-01,83,"Norte"
"Acre","Tráfico de drogas",2023-03-01,59,"Norte"
"Acre","Tráfico de drogas",2023-04-01,70,"Norte"
"Acre","Tráfico de drogas",2023-05-01,65,"Norte"
"Acre","Tráfico de drogas",2023-06-01,61,"Norte"
"Acre","Tráfico de drogas",2023-07-01,68,"Norte"
"Acre","Tráfico de drogas",2023-08-01,48,"Norte"
"Acre","Tráfico de drogas",2023-09-01,46,"Norte"
"Acre","Tráfico de drogas",2023-10-01,45,"Norte"
"Acre","Tráfico de drogas",2023-11-01,54,"Norte"
"Acre","Tráfico de drogas",2023-12-01,40,"Norte"
"Acre","Tráfico de drogas",2024-01-01,73,"Norte"
"Acre","Tráfico de drogas",2024-02-01,76,"Norte"
"Acre","Tráfico de drogas",2024-03-01,79,"Norte"
"Alagoas","Furto de veículo",2019-01-01,103,"Nordeste"
"Alagoas","Furto de veículo",2019-02-01,106,"Nordeste"
"Alagoas","Furto de veículo",2019-03-01,129,"Nordeste"
"Alagoas","Furto de veículo",2019-04-01,102,"Nordeste"
"Alagoas","Furto de veículo",2019-05-01,127,"Nordeste"
"Alagoas","Furto de veículo",2019-06-01,133,"Nordeste"
"Alagoas","Furto de veículo",2019-07-01,122,"Nordeste"
"Alagoas","Furto de veículo",2019-08-01,122,"Nordeste"
"Alagoas","Furto de veículo",2019-09-01,110,"Nordeste"
"Alagoas","Furto de veículo",2019-10-01,137,"Nordeste"
"Alagoas","Furto de veículo",2019-11-01,139,"Nordeste"
"Alagoas","Furto de veículo",2019-12-01,132,"Nordeste"
"Alagoas","Furto de veículo",2020-01-01,178,"Nordeste"
"Alagoas","Furto de veículo",2020-02-01,173,"Nordeste"
"Alagoas","Furto de veículo",2020-03-01,124,"Nordeste"
"Alagoas","Furto de veículo",2020-04-01,90,"Nordeste"
"Alagoas","Furto de veículo",2020-05-01,148,"Nordeste"
"Alagoas","Furto de veículo",2020-06-01,119,"Nordeste"
"Alagoas","Furto de veículo",2020-07-01,137,"Nordeste"
"Alagoas","Furto de veículo",2020-08-01,113,"Nordeste"
"Alagoas","Furto de veículo",2020-09-01,125,"Nordeste"
"Alagoas","Furto de veículo",2020-10-01,149,"Nordeste"
"Alagoas","Furto de veículo",2020-11-01,127,"Nordeste"
"Alagoas","Furto de veículo",2020-12-01,157,"Nordeste"
"Alagoas","Furto de veículo",2021-01-01,126,"Nordeste"
"Alagoas","Furto de veículo",2021-02-01,130,"Nordeste"
"Alagoas","Furto de veículo",2021-03-01,103,"Nordeste"
"Alagoas","Furto de veículo",2021-04-01,116,"Nordeste"
"Alagoas","Furto de veículo",2021-05-01,122,"Nordeste"
"Alagoas","Furto de veículo",2021-06-01,122,"Nordeste"
"Alagoas","Furto de veículo",2021-07-01,116,"Nordeste"
"Alagoas","Furto de veículo",2021-08-01,124,"Nordeste"
"Alagoas","Furto de veículo",2021-09-01,141,"Nordeste"
"Alagoas","Furto de veículo",2021-10-01,135,"Nordeste"
"Alagoas","Furto de veículo",2021-11-01,158,"Nordeste"
"Alagoas","Furto de veículo",2021-12-01,169,"Nordeste"
"Alagoas","Furto de veículo",2022-01-01,169,"Nordeste"
"Alagoas","Furto de veículo",2022-02-01,152,"Nordeste"
"Alagoas","Furto de veículo",2022-03-01,164,"Nordeste"
"Alagoas","Furto de veículo",2022-04-01,137,"Nordeste"
"Alagoas","Furto de veículo",2022-05-01,142,"Nordeste"
"Alagoas","Furto de veículo",2022-06-01,188,"Nordeste"
"Alagoas","Furto de veículo",2022-07-01,189,"Nordeste"
"Alagoas","Furto de veículo",2022-08-01,160,"Nordeste"
"Alagoas","Furto de veículo",2022-09-01,177,"Nordeste"
"Alagoas","Furto de veículo",2022-10-01,197,"Nordeste"
"Alagoas","Furto de veículo",2022-11-01,153,"Nordeste"
"Alagoas","Furto de veículo",2022-12-01,231,"Nordeste"
"Alagoas","Furto de veículo",2023-01-01,171,"Nordeste"
"Alagoas","Furto de veículo",2023-02-01,161,"Nordeste"
"Alagoas","Furto de veículo",2023-03-01,150,"Nordeste"
"Alagoas","Furto de veículo",2023-04-01,169,"Nordeste"
"Alagoas","Furto de veículo",2023-05-01,177,"Nordeste"
"Alagoas","Furto de veículo",2023-06-01,132,"Nordeste"
"Alagoas","Furto de veículo",2023-07-01,109,"Nordeste"
"Alagoas","Furto de veículo",2023-08-01,151,"Nordeste"
"Alagoas","Furto de veículo",2023-09-01,125,"Nordeste"
"Alagoas","Furto de veículo",2023-10-01,166,"Nordeste"
"Alagoas","Furto de veículo",2023-11-01,141,"Nordeste"
"Alagoas","Furto de veículo",2023-12-01,133,"Nordeste"
"Alagoas","Furto de veículo",2024-01-01,152,"Nordeste"
"Alagoas","Furto de veículo",2024-02-01,120,"Nordeste"
"Alagoas","Roubo a instituição financeira",2019-01-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2019-02-01,1,"Nordeste"
"Alagoas","Roubo a instituição financeira",2019-03-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2019-04-01,1,"Nordeste"
"Alagoas","Roubo a instituição financeira",2019-05-01,1,"Nordeste"
"Alagoas","Roubo a instituição financeira",2019-06-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2019-07-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2019-08-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2019-09-01,1,"Nordeste"
"Alagoas","Roubo a instituição financeira",2019-10-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2019-11-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2019-12-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2020-01-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2020-02-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2020-03-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2020-04-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2020-05-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2020-06-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2020-07-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2020-08-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2020-09-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2020-10-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2020-11-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2020-12-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2021-01-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2021-02-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2021-03-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2021-04-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2021-05-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2021-06-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2021-07-01,1,"Nordeste"
"Alagoas","Roubo a instituição financeira",2021-08-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2021-09-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2021-10-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2021-11-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2021-12-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2022-01-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2022-02-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2022-03-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2022-04-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2022-05-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2022-06-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2022-07-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2022-08-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2022-09-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2022-10-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2022-11-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2022-12-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2023-01-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2023-02-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2023-03-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2023-04-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2023-05-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2023-06-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2023-07-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2023-08-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2023-09-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2023-10-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2023-11-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2023-12-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2024-01-01,0,"Nordeste"
"Alagoas","Roubo a instituição financeira",2024-02-01,0,"Nordeste"
"Alagoas","Roubo de carga",2019-01-01,4,"Nordeste"
"Alagoas","Roubo de carga",2019-02-01,7,"Nordeste"
"Alagoas","Roubo de carga",2019-03-01,8,"Nordeste"
"Alagoas","Roubo de carga",2019-04-01,4,"Nordeste"
"Alagoas","Roubo de carga",2019-05-01,4,"Nordeste"
"Alagoas","Roubo de carga",2019-06-01,4,"Nordeste"
"Alagoas","Roubo de carga",2019-07-01,2,"Nordeste"
"Alagoas","Roubo de carga",2019-08-01,0,"Nordeste"
"Alagoas","Roubo de carga",2019-09-01,0,"Nordeste"
"Alagoas","Roubo de carga",2019-10-01,4,"Nordeste"
"Alagoas","Roubo de carga",2019-11-01,2,"Nordeste"
"Alagoas","Roubo de carga",2019-12-01,0,"Nordeste"
"Alagoas","Roubo de carga",2020-01-01,4,"Nordeste"
"Alagoas","Roubo de carga",2020-02-01,5,"Nordeste"
"Alagoas","Roubo de carga",2020-03-01,1,"Nordeste"
